BATTERS - SF,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
YastrzemskiRF,4,0,1,0,0,1,1,.100,.282
a-SlaterPH,1,0,0,0,0,0,0,.111,.333
Belt1B,4,0,3,0,1,0,1,.417,1.250
RufDH,5,0,1,0,0,1,4,.250,.646
PedersonLF,3,1,1,0,0,2,2,.250,.650
b-RamosPH,1,0,0,0,0,1,1,.500,1.000
"Crawford, BraSS",4,0,2,0,0,0,4,.200,.450
Estrada2B,4,1,1,0,0,1,3,.231,.748
BartC,2,0,1,0,2,1,0,.286,1.402
DuggarCF,3,0,0,0,1,3,3,.100,.382
Dubón3B,3,0,0,1,0,1,3,.125,.361
,34,2,10,1,4,11,22,,
