BATTERS - LAA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
MoniakLF,4,2,2,2,0,1,0,.183,.575
TroutCF,4,0,2,1,0,1,0,.280,.994
OhtaniDH,4,0,1,0,0,1,2,.265,.889
WardRF,4,0,2,0,0,1,1,.265,.790
Rengifo2B,4,0,2,0,0,0,2,.271,.728
Thaiss1B,4,0,0,0,0,2,2,.278,.752
Duffy3B,4,1,1,0,0,1,2,.246,.589
StassiC,3,0,0,0,0,0,1,.183,.576
a-FordPH,1,0,0,0,0,0,1,.194,.623
FletcherSS,3,0,0,0,0,0,1,.261,.649
,35,3,10,3,0,7,12,,
