PITCHERS - PHI,IP,H,R,ER,BB,SO,HR,ERA
"Suárez, R",2.2,5,3,3,1,1,0,10.13
"Nelson, N",4.0,1,1,1,1,2,0,2.25
"Domínguez(W, 1-0)",1.1,1,0,0,1,1,0,0.00
"Hand(S, 1)",1.0,0,0,0,0,2,0,0.00
,9.0,7,4,4,3,6,0,
