BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,5,2,1,0,0,1,1,.270,.795
"Marte, SRF",4,0,1,0,1,1,1,.292,.801
LindorSS,4,1,1,1,1,2,2,.245,.754
Alonso1B,4,0,0,1,0,1,3,.265,.861
CanhaLF,4,0,0,0,1,1,4,.268,.745
JankowskiLF,0,0,0,0,0,0,0,.167,.453
"Davis, JDH",3,0,0,0,1,2,1,.235,.674
a-GuillormePH-DH,0,0,0,0,1,0,0,.294,.743
Escobar3B,5,1,3,1,0,1,2,.223,.675
McNeil2B,3,0,0,0,0,0,2,.304,.791
NidoC,4,0,1,0,0,0,5,.211,.489
,36,4,7,3,5,9,21,,
