PITCHERS - NYM,IP,H,R,ER,BB,SO,HR,ERA
"Peterson, D(W, 4-1)",5.1,6,0,0,2,7,0,3.18
"Ottavino(H, 8)",1.2,0,0,0,0,2,0,2.73
"Smith, Dr",1.0,1,0,0,0,0,0,2.03
"Lopez, Y",1.0,0,0,0,2,1,0,6.75
,9.0,7,0,0,4,10,0,
