PITCHERS - TB,IP,H,R,ER,BB,SO,HR,ERA
"Springs(W, 7-4)",5.2,4,0,0,3,7,0,2.62
"Chargois(H, 1)",1.0,0,0,0,1,1,0,0.00
"Poche(H, 17)",0.1,0,0,0,0,1,0,2.85
"Adam(H, 20)",1.0,0,0,0,0,2,0,1.16
Faucher,1.0,1,0,0,0,2,0,6.59
,9.0,5,0,0,4,13,0,
