PITCHERS - CLE,IP,H,R,ER,BB,SO,HR,ERA
"Bieber(W, 1-0)",7.2,3,1,1,1,8,1,1.17
"Clase(S, 1)",1.1,0,0,0,0,1,0,0.00
,9.0,3,1,1,1,9,1,
