PITCHERS - ATL,IP,H,R,ER,BB,SO,HR,ERA
"Anderson, I(L, 6-5)",2.0,7,7,7,1,1,1,5.31
Cruz,2.2,4,5,5,2,1,3,6.23
O'Day,1.1,1,0,0,0,2,0,4.58
Stephens,1.0,0,0,0,1,1,0,3.16
Ford,1.0,1,2,2,1,0,1,18.00
,8.0,13,14,14,5,5,5,
