BATTERS - ATL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Acuña Jr.RF,4,1,3,0,1,0,0,.750,1.800
SwansonSS,5,1,1,0,0,4,4,.200,.400
Riley3B,4,0,0,0,1,3,3,.000,.200
Olson1B,3,2,2,3,2,0,0,.667,2.467
"Contreras, WmDH",4,1,1,0,1,1,3,.250,.900
d'ArnaudC,5,1,2,3,0,1,3,.400,1.600
Arcia2B,2,0,0,0,2,1,0,.000,.500
"Harris II, MCF",4,0,0,0,0,0,3,.000,.000
GrossmanLF,2,0,0,0,0,1,1,.000,.000
a-GrissomPH,1,0,0,0,0,1,2,.000,.000
"Rosario, ELF",0,0,0,0,0,0,0,.000,.000
b-OzunaPH-LF,1,0,0,0,0,0,0,.000,.000
,35,6,9,6,7,12,19,,
