Year,Pitch Type,Team,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
2022,4-Seamer,,-0.8,-4,507,27.9,139,.254,.354,.282,4.1,7.2,7.6,.287,.412,.321,36.9
2022,Slider,,-0.5,-2,432,23.8,118,.216,.315,.270,34.7,22.9,18.0,.227,.292,.252,17.6
2022,Sinker,,-0.4,-2,366,20.2,112,.245,.343,.305,3.8,8.9,13.9,.301,.375,.328,31.2
2022,Curveball,,1.1,2,181,10.0,40,.216,.243,.309,24.6,22.5,16.1,.232,.265,.257,17.9
2022,Cutter,,-2.1,-4,171,9.4,49,.200,.200,.241,10.8,6.1,7.3,.237,.303,.273,23.8
2022,Changeup,,-0.6,-1,143,7.9,43,.238,.381,.297,22.8,4.7,4.5,.247,.337,.265,20.0
2022,Splitter,,6.4,1,15,0.8,4,.667,.667,.833,14.3,0.0,0.0,.535,.588,.555,0.0
2021,4-Seamer,,-0.2,-1,673,33.6,185,.274,.423,.343,9.5,11.4,12.4,.272,.413,.329,35.1
2021,Slider,,-0.7,-3,416,20.8,101,.202,.287,.246,34.7,18.8,13.9,.209,.274,.246,21.3
2021,Sinker,,1.1,4,381,19.0,104,.308,.440,.372,8.7,8.7,12.3,.255,.351,.313,41.0
2021,Curveball,,0.0,0,206,10.3,50,.234,.298,.261,33.3,20.0,13.9,.221,.276,.247,29.7
2021,Changeup,,0.9,1,160,8.0,51,.286,.469,.336,25.9,15.7,17.0,.247,.304,.261,31.7
2021,Cutter,,0.1,0,149,7.4,41,.282,.436,.345,18.5,14.6,23.1,.268,.360,.308,33.3
2021,Splitter,,5.2,1,16,0.8,7,.286,.286,.386,25.0,14.3,14.3,.222,.253,.212,33.3
2020,4-Seamer,,0.8,2,194,36.5,53,.277,.426,.337,16.7,9.4,9.4,.233,.357,.303,31.0
2020,Slider,,3.4,4,110,20.7,27,.333,.417,.404,34.9,18.5,15.6,.341,.406,.370,31.6
2020,Sinker,,5.7,5,95,17.9,30,.346,.846,.520,0.0,10.0,14.3,.337,.517,.408,39.1
2020,Curveball,,-2.4,-1,48,9.0,8,.125,.125,.113,18.2,25.0,16.7,.177,.197,.165,33.3
2020,Changeup,,5.2,2,42,7.9,11,.600,.700,.586,11.8,9.1,7.1,.433,.528,.442,33.3
2020,Cutter,,-1.9,-1,38,7.1,10,.125,.250,.265,17.6,20.0,20.0,.110,.136,.225,16.7
2020,Splitter,,-8.9,0,3,0.6,1,.000,.000,.000,0.0,0.0,0.0,.052,.052,.061,0.0
2020,N/A,,-12.5,0,2,0.4,1,.000,.000,.000,0.0,0.0,--,.007,.014,.009,0.0
2019,4-Seamer,,-1.0,-6,664,35.6,184,.280,.402,.329,7.7,8.7,9.8,.276,.388,.322,27.6
2019,Sinker,,-1.2,-4,372,19.9,122,.307,.386,.337,4.9,4.1,6.8,.267,.347,.296,35.8
2019,Slider,,-0.5,-2,319,17.1,86,.256,.295,.291,33.1,24.4,16.0,.231,.305,.275,22.4
2019,Changeup,,0.2,0,194,10.4,54,.245,.358,.286,29.5,14.8,13.3,.264,.399,.286,31.1
2019,Curveball,,1.4,3,185,9.9,34,.406,.469,.406,15.2,14.7,11.9,.332,.393,.337,25.9
2019,Cutter,,-2.6,-3,107,5.7,37,.229,.314,.242,24.1,10.8,15.4,.315,.420,.321,21.9
2019,Splitter,,1.5,0,25,1.3,7,.286,.714,.414,58.8,42.9,27.3,.247,.486,.304,25.0
2018,4-Seamer,,-0.2,-1,701,35.8,182,.285,.412,.341,5.0,8.2,8.2,.294,.423,.342,25.7
2018,Slider,,-0.9,-3,385,19.6,105,.232,.273,.244,34.6,24.8,20.6,.230,.262,.238,13.5
2018,Sinker,,-0.1,0,368,18.8,105,.278,.423,.366,6.5,4.8,6.6,.286,.400,.321,37.2
2018,Curveball,,-2.2,-5,246,12.6,60,.121,.121,.158,20.2,13.3,11.1,.226,.261,.232,16.0
2018,Changeup,,-0.7,-1,147,7.5,41,.189,.189,.210,29.1,22.0,18.4,.250,.318,.265,20.0
2018,Cutter,,3.4,2,72,3.7,19,.368,.684,.495,22.5,21.1,23.5,.182,.276,.194,20.0
2018,Splitter,,0.9,0,37,1.9,12,.364,.455,.388,19.0,16.7,9.5,.348,.379,.361,0.0
2017,4-Seamer,,-0.1,-1,461,41.1,119,.306,.426,.358,7.8,6.7,6.6,.279,.364,.313,25.7
2017,Sinker,,-0.4,-1,211,18.8,66,.288,.373,.330,5.1,10.6,16.7,.265,.322,.293,29.6
2017,Slider,,0.2,0,197,17.6,47,.256,.279,.297,32.6,17.0,12.7,.282,.312,.297,2.9
2017,Changeup,,-0.2,0,101,9.0,27,.240,.400,.337,20.8,11.1,7.9,.262,.332,.290,27.3
2017,Curveball,,1.3,1,93,8.3,22,.300,.300,.350,13.9,9.1,4.4,.325,.396,.351,16.7
2017,Cutter,,-0.3,0,38,3.4,14,.333,.333,.385,13.6,14.3,14.3,.345,.383,.381,20.0
2017,Knuckleball,,12.3,1,10,0.9,1,1.000,1.000,.900,0.0,0.0,0.0,.573,.641,.524,100.0
2017,Splitter,,-4.4,0,8,0.7,3,.333,.333,.300,50.0,66.7,50.0,.069,.078,.062,0.0
