BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Altuve2B,4,0,1,1,0,1,1,.259,.869
BrantleyLF,4,1,2,0,0,0,0,.281,.761
Bregman3B,3,0,0,0,1,2,4,.230,.775
"Alvarez, YDH",3,0,0,0,1,2,4,.250,.927
Gurriel1B,3,0,0,1,0,0,2,.241,.687
TuckerRF,4,0,0,0,0,0,2,.246,.776
McCormickCF,3,1,2,1,1,1,2,.242,.740
CastroC,4,1,1,0,0,1,2,.083,.344
DubónSS,3,0,1,0,0,0,1,.240,.625
,31,3,7,3,3,7,18,,
