BATTERS - LAA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Fletcher2B,0,0,0,0,0,0,0,.262,.656
Rengifo2B,4,1,1,0,0,1,3,.274,.734
TroutCF,4,2,2,3,1,1,3,.280,.998
OhtaniP-DH,4,0,0,0,0,1,1,.265,.884
a-AdellPH-DH,1,0,0,0,0,0,1,.216,.626
WardRF,4,1,3,1,0,0,0,.266,.796
Duffy3B,4,0,0,0,0,2,2,.244,.571
Ford1B,4,1,2,1,0,2,0,.209,.676
MoniakLF,4,0,1,0,0,0,1,.164,.480
StassiC,3,1,0,0,1,3,0,.184,.579
"Velazquez, ASS",4,0,2,1,0,1,2,.194,.532
,36,6,11,6,2,11,13,,
