Name,Year,0ft,5ft,10ft,15ft,20ft,25ft,30ft,35ft,40ft,45ft,50ft,55ft,60ft,65ft,70ft,75ft,80ft,85ft,90ft
"Rengifo, Luis - LHB",2019,0.00,0.54,0.83,1.08,1.32,1.54,1.76,1.96,2.15,2.34,2.52,2.71,2.89,3.06,3.24,3.41,3.59,3.77,3.96
"Rengifo, Luis - RHB",2019,0.00,0.55,0.85,1.12,1.36,1.58,1.79,2.00,2.19,2.38,2.56,2.75,2.93,3.10,3.28,3.46,3.63,3.81,4.00
"Rengifo, Luis - LHB",2020,0.00,0.56,0.88,1.14,1.38,1.61,1.82,2.03,2.22,2.40,2.59,2.77,2.95,3.13,3.31,3.49,3.67,3.85,4.05
"Rengifo, Luis - LHB",2021,0.00,0.54,0.83,1.09,1.32,1.53,1.74,1.93,2.12,2.31,2.49,2.67,2.85,3.03,3.21,3.38,3.56,3.74,3.94
"Rengifo, Luis - RHB",2021,0.00,0.57,0.88,1.14,1.38,1.60,1.81,2.01,2.21,2.40,2.58,2.76,2.94,3.11,3.28,3.46,3.63,3.80,3.98
"Rengifo, Luis - LHB",2022,0.00,0.52,0.83,1.09,1.32,1.54,1.75,1.95,2.14,2.33,2.51,2.69,2.87,3.05,3.22,3.40,3.57,3.75,3.96
"Rengifo, Luis - RHB",2022,0.00,0.55,0.88,1.14,1.39,1.61,1.82,2.02,2.22,2.40,2.59,2.77,2.95,3.13,3.30,3.48,3.65,3.83,4.02

