Season,Team,Pos,PA,Depth (ft.),Angle
2019,LAA,4,3533,148,12
2019,LAA,6,318,147,-13
2020,LAA,5,9,110,-26
2020,LAA,6,22,139,-12
2020,LAA,4,1024,145,12
2021,LAA,5,375,117,-28
2021,LAA,7,3,306,-23
2021,LAA,9,381,300,27
2021,LAA,4,105,148,8
2021,LAA,6,970,146,-11
2022,LAA,5,1027,116,-30
2022,LAA,6,423,145,-7
2022,LAA,9,50,291,25
2022,LAA,4,2936,150,6
2022,LAA,7,2,284,-27
