Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Los Angeles Angels,MLB,Home Games,253,240,28,73,12,4,12,34,12,36,3,0,1,.304,.340,.538,.878
Los Angeles Angels,MLB,Away Games,258,249,17,56,10,0,5,18,5,43,3,2,3,.225,.249,.325,.574
Los Angeles Angels,MLB,Day Games,152,146,16,39,8,1,6,20,5,25,2,0,0,.267,.291,.459,.750
Los Angeles Angels,MLB,Night Games,359,343,29,90,14,3,11,32,12,54,4,2,4,.262,.295,.417,.712
Los Angeles Angels,MLB,Leading Off,128,124,,40,6,1,7,7,3,18,,,1,.323,.344,.556,.900
Los Angeles Angels,MLB,Late / Close,64,62,,14,4,0,1,4,1,12,,,1,.226,.250,.339,.589
