Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Los Angeles Angels,MLB,No Outs,165,158,,44,6,1,8,11,4,23,,,2,.278,.305,.481,.786
Los Angeles Angels,MLB,One Out,177,171,,45,7,1,4,23,6,28,,,0,.263,.288,.386,.674
Los Angeles Angels,MLB,Two Outs,169,160,,40,9,2,5,18,7,28,,,2,.250,.290,.425,.715
