Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Salt Lake Bees,Triple-A,vs Left,35,30,,12,0,1,0,1,5,6,,,0,.400,.486,.467,.953
Salt Lake Bees,Triple-A,vs Right,77,69,,19,5,1,4,14,7,18,,,0,.275,.338,.551,.889
