BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Altuve2B,3,1,1,0,0,0,0,.278,.864
Gurriel1B,3,0,1,0,1,0,0,.248,.677
"Alvarez, YLF",4,0,1,0,0,1,4,.296,1.003
Bregman3B,4,2,3,2,0,1,1,.266,.844
TuckerRF,4,1,1,0,0,1,4,.260,.814
ManciniDH,4,0,2,1,0,2,1,.263,.750
PeñaSS,4,0,2,0,0,1,2,.249,.709
DubónCF,4,0,1,1,0,1,3,.223,.591
MaldonadoC,4,0,0,0,0,2,5,.179,.588
,34,4,12,4,1,9,20,,
