Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Arkansas Travelers,Double-A,Home Games,81,63,14,26,5,0,0,7,16,13,7,1,2,.413,.543,.492,1.035
Everett AquaSox,High-A,Home Games,55,46,18,18,6,0,6,13,7,6,0,1,2,.391,.491,.913,1.404
Arkansas Travelers,Double-A,Away Games,125,111,21,37,6,0,7,19,13,24,9,3,1,.333,.408,.577,.985
Everett AquaSox,High-A,Away Games,79,71,11,20,2,2,0,8,7,23,5,0,1,.282,.354,.366,.720
Arkansas Travelers,Double-A,Day Games,26,22,4,10,1,0,1,4,4,1,1,1,0,.455,.538,.636,1.174
Everett AquaSox,High-A,Day Games,11,10,4,5,0,1,1,4,0,2,2,0,1,.500,.545,1.000,1.545
Arkansas Travelers,Double-A,Night Games,180,152,31,53,10,0,6,22,25,36,15,3,3,.349,.450,.533,.983
Everett AquaSox,High-A,Night Games,123,107,25,33,8,1,5,17,14,27,3,1,2,.308,.398,.542,.940
Arkansas Travelers,Double-A,Leading Off,28,25,,9,0,0,1,1,3,4,,,0,.360,.429,.480,.909
Everett AquaSox,High-A,Leading Off,30,28,,12,4,0,1,2,2,9,,,0,.429,.467,.679,1.146
Arkansas Travelers,Double-A,Late / Close,17,15,,2,0,0,1,3,2,8,,,0,.133,.235,.333,.568
Everett AquaSox,High-A,Late / Close,13,13,,5,2,0,0,2,0,3,,,0,.385,.385,.538,.923
