BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu1B,5,1,2,0,0,0,2,.290,.827
JudgeRF,4,2,2,1,0,1,0,.303,1.068
CarpenterDH,1,0,0,0,0,1,2,.305,1.139
a-LocastroPH-DH,4,0,0,0,0,0,2,.194,.652
Donaldson3B,5,3,4,3,0,0,0,.231,.715
Torres2B,5,2,2,0,0,3,2,.258,.767
BenintendiLF,4,1,2,3,1,0,1,.307,.770
TrevinoC,5,0,1,1,0,1,2,.266,.753
Kiner-FalefaSS,4,0,0,1,0,1,2,.271,.633
"Hicks, ACF",2,0,0,0,2,0,0,.224,.666
,39,9,13,9,3,7,13,,
