PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Taillon(W, 6-1)",8.0,2,1,1,0,5,0,2.30
"Holmes(S, 7)",1.0,0,0,0,1,1,0,0.35
,9.0,2,1,1,1,6,0,
