Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2019,OAK,AL,C,18,13,130.2,156,151,4,1,0,,.994
2019,OAK,AL,DH,2,0,0.0,0,0,0,0,0,,.000
2020,OAK,AL,C,43,39,339.1,350,334,14,2,1,,.994
2021,OAK,AL,C,112,104,923.1,921,873,42,6,6,,.993
2021,OAK,AL,DH,5,5,0.0,0,0,0,0,0,,.000
2022,OAK,AL,C,116,116,1004.0,926,878,40,8,4,,.991
2022,OAK,AL,DH,30,30,0.0,0,0,0,0,0,,.000
4 Seasons,OAK,AL,C,289,272,2397.1,2353,2236,100,17,11,,.993
,OAK,AL,DH,37,35,0.0,0,0,0,0,0,,.000
