BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
JudgeCF-RF,4,2,2,0,1,1,0,.311,1.102
StantonDH,4,0,0,0,1,1,3,.215,.759
Torres2B,5,1,2,0,0,2,3,.247,.732
Donaldson3B,4,1,1,3,0,1,2,.221,.693
"Cabrera, ORF-1B-LF-1B",2,1,2,0,3,0,0,.215,.587
Kiner-FalefaSS,3,0,1,1,1,1,4,.268,.652
Gonzalez1B,3,0,1,1,0,1,2,.193,.597
AndújarLF-1B-LF,2,0,0,0,0,2,1,.239,.553
TrevinoC,3,0,0,0,0,0,2,.252,.682
a-HigashiokaPH-C,2,0,0,0,0,0,1,.201,.595
"Hicks, ALF-CF",4,1,2,0,0,2,0,.212,.624
,36,6,11,5,6,11,18,,
