BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Altuve2B,4,2,3,0,0,0,0,.278,.878
BrantleyDH,5,1,1,0,0,0,3,.296,.804
Bregman3B,4,2,2,3,1,2,0,.234,.762
"Alvarez, YLF",5,1,2,3,0,1,1,.317,1.071
TuckerRF,4,0,2,0,0,0,0,.262,.844
Gurriel1B,4,0,1,0,0,1,3,.216,.634
DubónSS,3,0,0,0,1,0,3,.242,.665
SiriCF,4,0,0,0,0,1,2,.185,.563
MaldonadoC,4,0,0,0,0,0,2,.147,.503
,37,6,11,6,2,5,14,,
