Year,Pitch Type,Team,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
2022,4-Seamer,,0.4,4,819,35.7,191,.265,.457,.364,21.0,19.9,15.2,.271,.533,.396,52.8
2022,Slider,,0.4,3,561,24.4,143,.225,.403,.296,33.5,32.2,25.4,.209,.379,.287,37.9
2022,Sinker,,1.8,6,347,15.1,79,.324,.441,.430,8.1,7.6,9.7,.323,.493,.402,46.8
2022,Curveball,,0.3,1,204,8.9,54,.269,.442,.319,18.6,16.7,11.8,.275,.415,.313,23.3
2022,Changeup,,1.6,3,186,8.1,54,.298,.532,.423,21.8,20.4,17.2,.279,.458,.366,38.9
2022,Cutter,,4.9,8,166,7.2,38,.455,.788,.551,22.1,21.1,19.0,.332,.601,.439,40.0
2022,Splitter,,5.3,1,13,0.6,4,.333,1.000,.575,50.0,50.0,25.0,.178,.520,.392,100.0
2021,4-Seamer,,-0.3,-1,267,30.5,65,.182,.436,.314,13.8,21.5,18.4,.259,.544,.381,45.2
2021,Slider,,2.9,6,224,25.6,66,.310,.534,.410,32.1,24.2,19.8,.270,.521,.373,48.8
2021,Sinker,,-0.7,-1,151,17.3,40,.270,.405,.323,19.4,17.5,20.6,.274,.366,.308,30.0
2021,Changeup,,-0.3,0,93,10.6,31,.154,.154,.229,33.3,16.1,17.9,.241,.319,.316,33.3
2021,Curveball,,2.5,2,76,8.7,17,.188,.375,.318,46.4,52.9,56.3,.212,.409,.288,42.9
2021,Cutter,,4.5,2,55,6.3,15,.462,.769,.600,21.7,20.0,23.1,.296,.416,.334,27.3
2021,Splitter,,1.4,0,8,0.9,3,.333,.333,.300,40.0,33.3,16.7,.093,.104,.086,0.0
2020,4-Seamer,,0.1,0,129,33.0,30,.148,.259,.285,12.5,16.7,14.3,.266,.490,.359,54.5
2020,Slider,,-1.0,-1,73,18.7,22,.286,.333,.293,34.2,31.8,22.6,.217,.360,.265,35.7
2020,Sinker,,2.5,2,65,16.6,18,.412,.471,.408,12.0,27.8,38.5,.314,.391,.332,33.3
2020,Curveball,,-0.7,0,57,14.6,15,.267,.533,.333,42.3,53.3,34.8,.155,.301,.188,85.7
2020,Cutter,,2.7,1,41,10.5,12,.364,.455,.388,15.0,25.0,25.0,.253,.344,.292,25.0
2020,Changeup,,1.6,0,24,6.1,5,.333,.333,.460,33.3,0.0,0.0,.428,.499,.529,66.7
2020,Splitter,,-4.4,0,1,0.3,,--,--,--,100.0,--,--,--,--,--,--
2020,N/A,,-3.9,0,1,0.3,,--,--,--,--,--,--,--,--,--,--
2019,4-Seamer,,-3.1,-2,67,32.4,18,.143,.214,.275,16.0,27.8,20.8,.173,.317,.315,66.7
2019,Slider,,0.9,0,48,23.2,8,.250,.625,.363,72.7,75.0,37.5,.182,.301,.202,50.0
2019,Curveball,,-2.3,-1,23,11.1,4,.000,.000,.000,60.0,100.0,57.1,--,--,.000,--
2019,Sinker,,-0.1,0,22,10.6,6,.500,.750,.592,0.0,0.0,0.0,.619,1.035,.697,50.0
2019,Cutter,,-7.3,-2,21,10.1,5,.200,.200,.180,37.5,60.0,60.0,.123,.147,.117,50.0
2019,Changeup,,-4.9,-1,19,9.2,4,.250,.500,.313,37.5,50.0,28.6,.257,.286,.235,0.0
2019,Splitter,,-14.4,0,2,1.0,2,.000,.000,.000,100.0,100.0,100.0,--,--,.000,--
2018,4-Seamer,,-1.7,-4,240,41.5,59,.185,.333,.261,22.2,32.2,26.0,.180,.302,.249,34.3
2018,Slider,,1.8,2,102,17.6,28,.179,.429,.261,44.7,50.0,32.6,.286,.497,.334,50.0
2018,Sinker,,2.8,3,102,17.6,29,.261,.522,.438,6.8,10.3,13.6,.263,.576,.428,25.0
2018,Curveball,,-2.6,-1,56,9.7,11,.182,.182,.164,37.5,36.4,28.6,.181,.216,.177,42.9
2018,Changeup,,-2.7,-1,39,6.7,8,.143,.143,.200,23.5,12.5,6.7,.134,.165,.202,16.7
2018,Cutter,,-8.6,-3,36,6.2,11,.000,.000,.000,7.1,27.3,60.0,.059,.094,.064,25.0
2018,Splitter,,-4.9,0,3,0.5,1,.000,.000,.000,50.0,100.0,100.0,--,--,.000,--
