Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2018,LAA,AL,147,45,66,0,0,.214,9,0,12,578,3.932,.306,.041,.200,.156,0,1
2019,LAA,AL,48,14,25,0,0,.389,4,1,2,207,4.312,.479,.021,.261,.143,0,0
2020,LAA,AL,102,36,26,0,0,.394,8,1,9,391,3.833,.275,.000,.286,.106,2,0
2021,LAA,AL,237,91,80,2,1,.301,23,4,26,874,3.688,.232,.034,.364,.188,3,0
2022,LAA,AL,564,234,185,0,5,.325,47,5,54,2297,4.073,.213,.041,.500,.192,3,1
5 Seasons,LAA,AL,1098,420,382,2,6,.314,91,11,103,4347,3.959,.247,.035,.380,.176,8,2
