Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2018,LAA,AL,3B,40,39,326.1,82,15,62,5,3,,.939
2019,LAA,AL,3B,4,3,25.0,6,2,2,2,1,,.667
2019,LAA,AL,LF,9,7,60.0,15,15,0,0,0,,1.000
2019,LAA,AL,DH,2,2,0.0,0,0,0,0,0,,.000
2020,LAA,AL,1B,2,0,2.0,2,2,0,0,0,,1.000
2020,LAA,AL,LF,17,6,74.2,16,16,0,0,0,,1.000
2020,LAA,AL,RF,19,18,155.0,33,33,0,0,0,,1.000
2020,LAA,AL,DH,1,0,0.0,0,0,0,0,0,,.000
2021,LAA,AL,C,1,0,2.0,2,2,0,0,0,,1.000
2021,LAA,AL,LF,18,8,85.0,19,18,0,1,0,,.947
2021,LAA,AL,CF,12,9,56.1,18,18,0,0,0,,1.000
2021,LAA,AL,RF,51,42,368.1,91,88,2,1,0,,.989
2022,LAA,AL,3B,2,0,2.0,0,0,0,0,0,,.000
2022,LAA,AL,LF,2,2,12.0,3,2,1,0,0,,1.000
2022,LAA,AL,CF,7,5,50.0,12,12,0,0,0,,1.000
2022,LAA,AL,RF,125,122,1069.0,273,263,5,5,1,,.982
2022,LAA,AL,DH,2,1,0.0,0,0,0,0,0,,.000
5 Seasons,LAA,AL,C,1,0,2.0,2,2,0,0,0,,1.000
,LAA,AL,1B,2,0,2.0,2,2,0,0,0,,1.000
,LAA,AL,3B,46,42,353.1,88,17,64,7,4,,.920
,LAA,AL,LF,46,23,231.2,53,51,1,1,0,,.981
,LAA,AL,CF,19,14,106.1,30,30,0,0,0,,1.000
,LAA,AL,RF,195,182,1592.1,397,384,7,6,1,,.985
,LAA,AL,DH,5,3,0.0,0,0,0,0,0,,.000
