Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2015,27,39,8,6,53,6,9,12,54,18,49,65,48,65,99,,
2016,33,69,11,5,81,9,9,17,49,16,56,81,64,80,98,,
2017,53,73,29,18,76,18,15,13,58,20,64,69,67,91,97,18,
2018,38,35,15,14,77,32,22,6,69,11,42,90,74,97,94,14,
2019,17,63,15,9,37,16,9,7,60,10,84,25,88,55,89,60,
2020,52,76,36,17,67,27,17,55,51,40,54,52,82,76,90,92,2
2021,28,32,26,29,39,49,33,19,72,16,51,57,70,59,89,42,3
2022,19,51,7,5,42,9,5,1,71,5,68,39,76,69,77,19,7
