Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Washington Nationals,MLB,No Outs,259,236,,63,12,1,0,5,17,49,,,3,.267,.324,.326,.650
Washington Nationals,MLB,One Out,182,165,,43,8,1,0,15,14,35,,,1,.261,.319,.321,.640
Washington Nationals,MLB,Two Outs,176,159,,33,8,2,1,14,14,30,,,3,.208,.284,.302,.586
