Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Arizona Diamondbacks,MLB,No Outs,210,190,,57,11,1,4,12,13,32,,,1,.300,.345,.432,.777
Arizona Diamondbacks,MLB,One Out,164,137,,27,5,0,4,23,23,41,,,0,.197,.307,.321,.628
Arizona Diamondbacks,MLB,Two Outs,136,116,,35,9,0,1,21,19,25,,,1,.302,.404,.405,.809
