 , ,Bases Empty, , , ,Runners On Base
Season,Team,Pitches,Tempo,Fast %,Slow %,Pitches,Tempo,Fast %,Slow %
2019,,192,17.0,26.6%,0.0%,120,23.7,0.0%,13.3%
2020,,95,17.3,28.4%,1.1%,49,22.0,0.0%,10.2%
2021,,793,17.3,26.7%,1.4%,404,23.5,1.2%,12.6%
2022,,686,17.2,27.1%,1.5%,366,23.2,1.1%,17.5%
