Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Reno Aces,Triple-A,No Outs,1,0,,0,0,0,0,0,1,0,,,0,.000,1.000,.000,1.000
Reno Aces,Triple-A,One Out,5,2,,1,0,0,0,0,3,1,,,0,.500,.800,.500,1.300
Reno Aces,Triple-A,Two Outs,3,3,,1,1,0,0,2,0,0,,,0,.333,.333,.667,1.000
