BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Altuve2B,4,1,1,0,0,2,2,.190,.483
PeñaSS,4,1,2,0,0,1,1,.345,1.005
"Alvarez, YLF",4,1,1,3,0,1,1,.192,.734
Bregman3B,3,1,1,0,1,1,1,.294,.948
TuckerRF,3,0,0,0,1,1,2,.204,.706
VázquezDH,3,0,1,1,0,0,1,.235,.551
Mancini1B,3,0,1,0,0,1,1,.048,.173
McCormickCF,3,0,0,0,0,2,1,.231,.718
MaldonadoC,2,0,0,0,0,0,1,.207,.544
,29,4,7,4,2,9,11,,
