 , ,Bases Empty, , , ,Runners On Base
Season,Team,Pitches,Tempo,Fast %,Slow %,Pitches,Tempo,Fast %,Slow %
2017,,180,16.4,31.1%,3.9%,70,22.1,0.0%,2.9%
2018,,404,17.2,26.7%,2.2%,238,23.3,0.4%,12.2%
2019,,512,18.0,18.2%,2.9%,233,24.1,0.0%,14.6%
2020,,276,19.4,12.0%,3.6%,122,26.7,0.0%,21.3%
2021,,541,20.2,9.6%,4.3%,364,25.8,0.3%,20.9%
2022,,698,19.2,9.3%,4.9%,390,23.9,0.0%,16.4%
