Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Reno Aces,Triple-A,Home Games,0,1,2.08,1,1,0,4.1,17,3,3,1,0,1,9,0.92
Visalia Rawhide,Class A Advanced,Home Games,0,0,7.71,1,1,0,2.1,14,5,5,2,2,0,3,2.14
Reno Aces,Triple-A,Day Games,0,1,2.08,1,1,0,4.1,17,3,3,1,0,1,9,0.92
Visalia Rawhide,Class A Advanced,Night Games,0,0,7.71,1,1,0,2.1,14,5,5,2,2,0,3,2.14
Reno Aces,Triple-A,Leading Off,,,,1,,,1.0,5,1,,,0,1,1,2.00
Visalia Rawhide,Class A Advanced,Leading Off,,,,1,,,0.2,3,0,,,0,0,1,0.00
