PITCHERS - CLE,IP,H,R,ER,BB,SO,HR,ERA
"Plesac(W, 1-1)",6.2,7,2,1,1,3,0,1.53
"Stephan(H, 2)",1.1,1,1,0,0,3,0,0.00
"Clase(S, 2)",1.0,0,0,0,0,0,0,4.50
,9.0,8,3,1,1,6,0,
