BATTERS - CWS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Anderson, TiSS",4,0,0,0,0,1,2,.333,.879
Robert Jr.CF,4,0,2,0,0,1,0,.205,.608
MendickLF,0,0,0,0,0,0,0,.200,.673
"Garcia, Le2B",3,1,0,0,1,1,1,.069,.232
"Abreu, J1B",4,0,1,0,0,1,0,.220,.655
GrandalC,3,0,0,1,0,0,0,.111,.348
"Jiménez, EDH",4,0,1,0,0,1,0,.226,.588
SheetsRF,4,1,2,0,0,0,2,.214,.598
Burger3B,3,1,1,0,0,0,1,.259,.693
HaseleyLF-CF,3,0,1,0,0,1,0,.167,.542
,32,3,8,1,1,6,6,,
