BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Altuve2B,3,3,2,0,1,1,0,.294,.894
b-HensleyPH-2B,1,0,0,0,0,1,1,.250,.690
PeñaSS,4,1,2,3,1,0,1,.249,.699
Bregman3B,4,0,0,0,0,0,4,.267,.840
TuckerRF,3,0,1,1,1,0,0,.262,.821
DíazLF,3,0,0,1,0,0,2,.254,.736
GurrielDH,3,0,0,0,0,1,2,.242,.651
"a-Diaz, YPH-DH",1,0,1,0,0,0,0,.250,.900
Mancini1B,3,0,1,0,1,1,1,.249,.739
DubónCF,4,0,1,0,0,1,2,.216,.578
MaldonadoC,3,1,0,0,1,1,3,.182,.591
,32,5,8,5,5,6,16,,
