BATTERS - CHC,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
OrtegaRF,4,1,1,0,0,2,3,.185,.535
"Suzuki, SDH",4,0,0,1,0,3,3,.343,1.263
ContrerasC,3,1,1,0,1,1,1,.237,.815
HappLF,2,0,0,0,2,1,1,.316,.777
Schwindel1B,3,0,0,1,1,1,1,.245,.717
Villar2B-3B,3,0,0,1,0,0,0,.355,.808
HeywardCF,4,0,0,0,0,3,2,.250,.666
Wisdom3B,2,1,1,0,0,1,0,.263,.863
a-MadrigalPH-2B,1,0,0,0,1,0,0,.231,.584
HoernerSS,3,0,1,0,0,0,1,.225,.644
,29,3,4,3,5,12,12,,
