Season,Age,Sprint Speed (ft/s),HP to 1st,Bolts,Pos Rank,Age Rank,Lg Rank,% Rank
2015,29,25.5,4.7,1,39,41,518,23.4
2016,30,25.8,4.54,,7,34,478,30.4
2017,31,26.0,4.49,,30,24,459,31.7
2018,32,26.0,4.49,,35,20,465,30.6
2019,33,25.7,4.56,,34,14,516,24.6
2020,34,25.5,,,35,6,398,20.6
2021,35,24.9,4.7,,51,7,567,16.1
2022,36,25.7,4.68,,35,3,522,16.4
