Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Seattle Mariners,MLB,First Inning,43,38,3,3,0,0,1,3,5,10,0,0,0,.079,.186,.158,.344
Kansas City Royals,MLB,First Inning,13,8,0,1,0,0,0,0,5,2,0,0,0,.125,.462,.125,.587
Kansas City Royals,MLB,Second Inning,37,32,1,3,1,0,0,1,5,6,0,0,0,.094,.216,.125,.341
Seattle Mariners,MLB,Second Inning,27,27,3,5,0,0,2,3,0,6,0,0,0,.185,.185,.407,.592
Seattle Mariners,MLB,Third Inning,30,27,2,7,1,0,1,7,2,7,0,0,0,.259,.300,.407,.707
Kansas City Royals,MLB,Third Inning,14,11,2,3,1,0,0,1,3,2,0,0,0,.273,.429,.364,.793
Seattle Mariners,MLB,Fourth Inning,37,29,3,6,3,0,1,2,8,6,0,0,0,.207,.378,.414,.792
Kansas City Royals,MLB,Fourth Inning,27,25,3,7,2,0,1,3,2,2,0,0,0,.280,.333,.480,.813
Kansas City Royals,MLB,Fifth Inning,23,21,3,5,0,0,1,2,2,3,0,0,0,.238,.304,.381,.685
Seattle Mariners,MLB,Fifth Inning,31,28,8,8,2,0,3,11,3,6,0,0,0,.286,.355,.679,1.034
Seattle Mariners,MLB,Sixth Inning,27,21,4,4,1,0,0,0,4,2,0,0,2,.190,.370,.238,.608
Kansas City Royals,MLB,Sixth Inning,28,22,2,8,2,0,0,10,6,1,0,0,0,.364,.500,.455,.955
Seattle Mariners,MLB,Seventh Inning,40,35,5,7,0,0,4,7,5,6,0,0,0,.200,.300,.543,.843
Kansas City Royals,MLB,Seventh Inning,18,12,2,4,0,0,2,3,6,2,0,0,0,.333,.556,.833,1.389
Seattle Mariners,MLB,Eighth Inning,31,27,3,4,0,0,1,2,4,11,0,0,0,.148,.258,.259,.517
Kansas City Royals,MLB,Eighth Inning,27,24,2,4,2,0,0,1,3,5,0,0,0,.167,.259,.250,.509
Kansas City Royals,MLB,Ninth Inning,22,19,1,3,2,0,0,0,3,4,0,0,0,.158,.273,.263,.536
Seattle Mariners,MLB,Ninth Inning,23,20,2,4,1,0,2,3,2,6,0,0,0,.200,.261,.550,.811
Kansas City Royals,MLB,Extra Innings,3,2,1,0,0,0,0,0,1,1,0,0,0,.000,.333,.000,.333
Seattle Mariners,MLB,Extra Innings,5,3,2,1,0,0,0,1,2,0,0,0,0,.333,.600,.333,.933
