BATTERS - SF,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BrinsonCF,2,0,0,0,0,1,0,.294,1.176
a-PedersonPH-LF,1,0,0,0,1,0,1,.267,.865
Flores2B,4,0,0,0,0,3,3,.242,.747
"Davis, JDH",3,0,2,0,0,0,0,.245,.738
b-Wade Jr.PH-DH,0,0,0,0,1,0,0,.199,.691
Longoria3B,4,0,0,0,0,2,3,.244,.783
EstradaSS,4,0,1,0,0,0,1,.263,.728
YastrzemskiRF-CF,4,1,1,0,0,2,1,.209,.680
Villar1B,3,2,2,3,1,0,0,.218,.777
WynnsC,4,0,0,0,0,2,1,.225,.586
"Gonzalez, LLF-RF",4,0,2,0,0,2,1,.255,.698
,33,3,8,3,3,12,11,,
