BATTERS - TOR,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SpringerCF,5,0,0,0,0,0,1,.266,.814
GuerreroDH,4,1,2,0,0,0,0,.285,.855
Gurriel Jr.LF-1B,3,1,0,0,0,1,1,.290,.738
KirkC,4,1,1,3,0,1,0,.296,.823
BichetteSS,4,0,0,0,0,0,0,.260,.725
"Chapman, M3B",4,0,1,0,0,0,0,.237,.780
"Hernández, TRF",3,1,2,0,1,0,0,.264,.795
Biggio1B-2B,4,1,1,2,0,1,3,.216,.705
Merrifield2B,2,0,0,0,0,2,1,.236,.631
"a-Tapia, RPH-LF",1,0,0,0,1,0,0,.262,.655
,34,5,7,5,2,5,6,,
