BATTERS - CHC,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
OrtegaDH,3,0,1,0,0,0,2,.217,.612
a-SchwindelPH-DH,1,0,0,0,0,0,0,.235,.636
"Suzuki, SRF",4,0,0,0,0,2,1,.311,1.024
HappLF,4,0,1,0,0,2,1,.333,.926
ContrerasC,3,0,0,0,1,1,1,.242,.782
Villar2B,4,0,0,0,0,2,3,.306,.692
Rivas1B,1,1,0,0,2,1,0,.462,1.332
HeywardCF,2,0,1,0,1,0,1,.286,.761
Wisdom3B,3,0,0,0,0,2,3,.224,.769
HoernerSS,2,0,0,0,0,0,2,.305,.752
,27,1,3,0,4,10,14,,
