PITCHERS - LAD,IP,H,R,ER,BB,SO,HR,ERA
"Urías, J(W, 2-1)",6.0,4,0,0,0,4,0,1.88
"Graterol(H, 3)",0.1,1,1,1,1,0,0,3.24
"Vesia(H, 1)",0.2,0,0,0,0,1,0,0.00
"Hudson, D(H, 4)",1.0,0,0,0,1,2,0,1.17
"Kimbrel(S, 5)",1.0,1,0,0,1,1,0,1.35
,9.0,6,1,1,3,8,0,
