BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,0,1,0,0,0,1,.232,.710
"Freeman, F1B",3,0,0,0,1,0,0,.298,.845
TurnerSS,4,0,1,0,0,0,2,.262,.693
"Smith, W.D.C",4,0,0,0,0,1,3,.236,.733
MuncyDH,3,1,0,0,1,0,3,.130,.571
"Turner, J3B",3,0,0,0,0,2,1,.179,.480
BellingerCF,2,1,0,0,1,0,0,.203,.706
"Taylor, ChLF",3,0,2,2,0,1,0,.304,.831
Alberto2B,3,1,1,0,0,1,2,.286,.619
,29,3,5,2,3,5,12,,
