BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,5,2,2,0,0,2,2,.269,.785
LindorSS,5,2,1,3,0,0,1,.244,.750
Alonso1B,5,0,1,0,0,3,2,.268,.864
HunterP,0,0,0,0,0,0,0,.000,.000
Guillorme2B,4,0,1,1,0,1,1,.308,.771
CanhaLF,4,1,1,1,0,3,2,.273,.754
InciarteLF,0,0,0,0,0,0,0,.125,.250
"Smith, DoDH-1B",3,0,0,0,1,1,1,.198,.574
Escobar3B,4,1,1,1,0,0,1,.217,.660
JankowskiRF,3,0,0,0,1,0,1,.176,.464
NidoC,3,1,1,0,1,0,1,.211,.492
,36,7,8,6,3,10,12,,
