Season,Team,Pos,PA,Depth (ft.),Angle
2020,SD,7,109,307,-27
2020,SD,4,80,151,12
2020,SD,9,17,307,27
2020,SD,8,27,333,-1
2021,SD,6,3,153,-14
2021,SD,8,267,330,1
2021,SD,9,162,299,26
2021,BAL,5,36,118,-29
2021,SD,7,88,302,-25
2021,BAL,7,32,285,-26
2021,BAL,9,39,296,27
2021,SD,5,88,130,-28
2021,BAL,6,540,146,-12
2021,BAL,4,518,151,14
2022,BAL,6,5226,147,-13
