Year,Pitch Type,Team,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
2022,4-Seamer,,-1.7,-10,571,28.8,135,.203,.339,.304,23.6,30.4,23.7,.222,.354,.305,40.3
2022,Slider,,-0.5,-3,569,28.7,158,.208,.362,.263,37.7,29.7,23.4,.200,.330,.249,25.0
2022,Sinker,,-1.1,-4,339,17.1,91,.232,.354,.297,17.3,17.6,22.9,.269,.381,.313,44.1
2022,Changeup,,-2.0,-4,182,9.2,56,.173,.192,.221,44.2,32.1,28.6,.212,.256,.239,11.4
2022,Curveball,,3.4,6,170,8.6,53,.302,.642,.393,32.6,28.3,25.0,.230,.398,.269,42.1
2022,Cutter,,-1.0,-1,139,7.0,38,.263,.526,.332,34.9,21.1,27.6,.223,.355,.249,26.7
2022,Splitter,,-2.0,0,11,0.6,2,.000,.000,.000,60.0,100.0,40.0,--,--,.000,--
2021,4-Seamer,,-1.3,-3,256,31.1,59,.259,.407,.321,24.4,25.4,19.2,.261,.441,.332,35.9
2021,Slider,,-1.0,-2,192,23.4,52,.260,.360,.287,44.4,28.8,25.4,.230,.326,.257,34.3
2021,Sinker,,-1.0,-1,121,14.7,32,.214,.286,.306,12.5,18.8,31.6,.254,.285,.297,31.8
2021,Curveball,,0.6,1,97,11.8,25,.318,.318,.308,30.6,28.0,15.6,.248,.316,.277,25.0
2021,Changeup,,-2.0,-2,79,9.6,21,.143,.286,.181,44.4,38.1,29.6,.138,.164,.133,7.7
2021,Cutter,,-1.6,-1,64,7.8,17,.250,.625,.359,22.7,11.8,18.2,.327,.659,.416,33.3
2021,Splitter,,-3.9,0,11,1.3,2,.000,.000,.000,22.2,100.0,40.0,--,--,.000,--
2021,N/A,,63.1,1,2,0.2,1,1.000,2.000,1.250,0.0,0.0,--,.883,1.060,.843,100.0
2020,4-Seamer,,-2.0,-1,36,31.9,8,.143,.286,.179,20.0,37.5,37.5,.075,.174,.102,20.0
2020,Slider,,-0.6,0,34,30.1,8,.125,.250,.156,47.4,75.0,35.3,.135,.215,.146,100.0
2020,Changeup,,2.4,0,19,16.8,7,.286,.429,.307,45.5,14.3,16.7,.353,.476,.357,50.0
2020,Sinker,,-4.5,0,11,9.7,3,.000,.000,.233,20.0,0.0,0.0,.683,.849,.667,100.0
2020,Curveball,,-1.9,0,11,9.7,2,.000,.000,.000,50.0,50.0,25.0,.340,.384,.310,0.0
2020,Cutter,,-5.1,0,2,1.8,,--,--,--,--,--,--,--,--,--,--
