Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2020,SD,NL,28,7,10,1,0,.267,3,1,7,113,4.036,.393,.000,.091,.115,0,0
2021,SD,NL,93,28,47,1,0,.276,6,1,15,371,3.989,.290,.022,.074,.115,1,1
2021,BAL,AL,116,45,40,0,1,.359,10,0,15,451,3.888,.241,.017,.250,.140,0,0
2021,2 Teams,,209,73,87,1,1,.324,16,1,30,822,3.933,.263,.019,.164,.129,1,1
2022,BAL,AL,533,187,231,3,2,.286,45,8,67,1982,3.719,.276,.024,.184,.158,6,1
3 Seasons,2 Teams,,770,267,328,5,3,.296,64,10,104,2917,3.788,.277,.022,.174,.148,7,2
