Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2018,,,,,,,,,68,,,,,,22,,
2019,53,36,68,75,33,65,91,76,97,65,11,30,14,10,15,,
2020,82,84,84,78,71,34,54,79,99,81,83,45,63,16,17,,
2021,,,,,,,,,94,,,,,,18,,5
2022,84,58,90,91,75,94,88,86,98,80,55,77,55,63,1,13,3
