,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
,2018,TOR,AL,23,73,70,10,22,9,0,4,14,2,21,0,0,0,.314,.329,.614,.943
,2019,TOR,AL,111,409,370,49,84,19,0,21,54,29,116,1,1,7,.227,.293,.449,.742
,2020,TOR,AL,35,127,113,20,32,5,0,8,23,11,20,0,1,1,.283,.346,.540,.886
,2021,TOR,AL,50,151,139,12,29,4,1,4,8,9,33,0,0,3,.209,.272,.338,.610
,2021,MIL,NL,56,174,158,22,43,10,1,7,28,14,32,0,0,1,.272,.333,.481,.814
,2021,2 Teams,,106,325,297,34,72,14,2,11,36,23,65,0,0,4,.242,.305,.414,.719
,2022,MIL,NL,153,599,529,67,116,23,0,35,89,62,121,2,1,5,.219,.306,.461,.767
,5 Seasons,2 Teams,,428,1533,1379,180,326,70,2,79,216,127,343,3,3,17,.236,.307,.462,.769
