Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2013,GCL Blue Jays,GCL,ROK,1B,27,27,226.0,254,237,13,4,19,,.984
2013,GCL Blue Jays,GCL,ROK,DH,7,7,0.0,0,0,0,0,0,,.000
2014,2 Teams,,Minors,DH,8,8,0.0,0,0,0,0,0,,.000
2014,2 Teams,,Minors,1B,57,56,484.2,508,482,19,7,40,,.986
2014,Bluefield Blue Jays,APP,ROK,1B,49,48,422.0,453,429,18,6,37,,.987
2014,Bluefield Blue Jays,APP,ROK,DH,4,4,0.0,0,0,0,0,0,,.000
2014,Lansing Lugnuts,MID,A(Full),1B,8,8,62.2,55,53,1,1,3,,.982
2014,Lansing Lugnuts,MID,A(Full),DH,4,4,0.0,0,0,0,0,0,,.000
2015,2 Teams,,Minors,DH,28,28,0.0,0,0,0,0,0,,.000
2015,2 Teams,,Minors,1B,75,75,650.1,669,619,43,7,51,,.990
2015,Lansing Lugnuts,MID,A(Full),1B,51,51,444.0,459,418,35,6,35,,.987
2015,Lansing Lugnuts,MID,A(Full),DH,17,17,0.0,0,0,0,0,0,,.000
2015,Dunedin Blue Jays,FSL,A(Adv),1B,24,24,206.1,210,201,8,1,16,,.995
2015,Dunedin Blue Jays,FSL,A(Adv),DH,11,11,0.0,0,0,0,0,0,,.000
2016,New Hampshire Fisher Cats,EAS,AA,1B,101,101,870.1,897,841,49,7,86,,.992
2016,New Hampshire Fisher Cats,EAS,AA,DH,21,21,0.0,0,0,0,0,0,,.000
2017,Buffalo Bisons,INT,AAA,1B,115,114,973.1,966,888,67,11,95,,.989
2017,Buffalo Bisons,INT,AAA,DH,6,6,0.0,0,0,0,0,0,,.000
2018,Buffalo Bisons,INT,AAA,1B,107,106,879.0,879,821,53,5,80,,.994
2018,Buffalo Bisons,INT,AAA,DH,4,4,0.0,0,0,0,0,0,,.000
2019,Buffalo Bisons,INT,AAA,1B,26,25,220.0,201,183,14,4,22,,.980
2021,2 Teams,,Minors,1B,13,13,105.0,115,104,10,1,9,,.991
2021,Buffalo Bisons,INT,AAA,1B,11,11,92.0,103,92,10,1,8,,.990
2021,Buffalo Bisons,INT,AAA,DH,2,2,0.0,0,0,0,0,0,,.000
2021,Nashville Sounds,INT,AAA,1B,2,2,13.0,12,12,0,0,1,,1.000
2021,2 Teams,,AAA,1B,13,13,105.0,115,104,10,1,9,,.991
,2 Teams,,ROK,1B,76,75,648.0,707,666,31,10,56,,.986
,2 Teams,,ROK,DH,11,11,0.0,0,0,0,0,0,,.000
,2 Teams,,AAA,1B,261,258,2177.1,2161,1996,144,21,206,,.990
,Buffalo Bisons,INT,AAA,DH,12,12,0.0,0,0,0,0,0,,.000
,New Hampshire Fisher Cats,EAS,AA,1B,101,101,870.1,897,841,49,7,86,,.992
,New Hampshire Fisher Cats,EAS,AA,DH,21,21,0.0,0,0,0,0,0,,.000
,Dunedin Blue Jays,FSL,A+,1B,24,24,206.1,210,201,8,1,16,,.995
,Dunedin Blue Jays,FSL,A+,DH,11,11,0.0,0,0,0,0,0,,.000
,Lansing Lugnuts,MID,A,1B,59,59,506.2,514,471,36,7,38,,.986
,Lansing Lugnuts,MID,A,DH,21,21,0.0,0,0,0,0,0,,.000
,3 Teams,,Minors,1B,184,184,1583.1,1621,1513,93,15,140,,.991
Career Minors,4 Teams,,,DH,65,65,0.0,0,0,0,0,0,,.000
