Season,Age,Pitches,"Batted
Balls",Barrels,Barrel %,Barrel/PA,"Exit
Velocity",Max EV,"Launch
Angle","Sweet
Spot %",XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%
2018,23,268,50,6,12.0,8.2,88.7,109.3,10.6,46.0,.238,.448,.392,.309,.424,40.0,28.8,2.7
2019,24,1603,257,34,13.2,8.3,90.7,115.2,14.0,37.0,.250,.477,.308,.335,.440,41.6,28.4,7.1
2020,25,441,95,8,8.4,6.3,90.7,117.4,10.6,30.5,.283,.508,.369,.368,.408,45.3,15.7,8.7
2021,26,1266,233,27,11.6,8.3,92.2,114.8,13.4,35.6,.265,.471,.306,.340,.400,48.1,20.0,7.1
2022,27,2392,411,53,12.9,8.8,91.1,116.9,15.3,31.4,.252,.479,.327,.349,.404,46.0,20.2,10.4
Player,,5970,1046,128,12.2,8.3,91.1,117.4,13.9,34.3,.256,.477,.324,.343,.414,45.0,22.4,8.3
MLB,,,,,6.7,4.6,88.4,122.4,12.1,33.0,.245,.405,.316,.315,.368,35.8,22.1,8.4
