BATTERS - CHC,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
McKinstry2B,4,0,2,1,0,2,0,.190,.563
"Suzuki, SRF",4,1,1,0,0,1,2,.258,.752
"Reyes, FDH",4,2,1,1,0,1,3,.229,.657
HappLF,4,1,2,1,0,2,0,.278,.809
HoernerSS,4,1,1,2,0,0,1,.288,.743
OrtegaCF,4,0,1,1,0,2,0,.231,.671
GomesC,4,1,1,0,0,0,0,.218,.583
Rivas1B,3,1,1,0,1,2,0,.245,.654
Morel3B,4,0,0,0,0,2,3,.246,.752
,35,7,10,6,1,12,9,,
