PITCHERS - CHC,IP,H,R,ER,BB,SO,HR,ERA
Farrell,2.0,2,2,2,0,2,1,5.00
"Rodríguez, M(W, 1-0)",2.0,0,0,0,0,1,0,1.93
Leiter Jr.,1.0,1,0,0,0,1,0,4.15
Uelmen,0.2,3,3,3,0,0,1,5.09
"Rucker(H, 4)",1.0,1,0,0,1,0,0,4.46
"Hughes(H, 3)",1.1,0,0,0,0,0,0,2.96
"Wick(S, 9)",1.0,0,0,0,1,1,0,4.55
,9.0,7,5,5,2,5,2,
