PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Montgomery(L, 0-1)",6.0,3,1,1,2,5,0,2.51
Castro,1.0,3,2,2,1,0,0,3.00
Luetge,1.0,1,0,0,1,0,0,1.69
,8.0,7,3,3,4,5,0,
