BATTERS - PHI,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Hoskins1B,4,0,0,0,0,1,3,.228,.735
QuinnCF,1,1,1,0,0,0,0,.172,.372
Bohm3B,5,0,1,0,0,3,0,.286,.726
HarperDH,4,0,0,0,0,2,1,.295,.952
"Castellanos, NRF",4,1,2,0,0,0,0,.265,.759
SchwarberLF,3,0,1,0,1,2,1,.203,.758
Segura2B,4,0,1,1,0,0,2,.290,.798
"Herrera, OCF",2,0,0,0,0,1,0,.243,.713
a-RealmutoPH-1B,1,0,0,0,0,1,2,.224,.614
StubbsC,2,2,2,1,1,0,0,.400,1.144
StottSS,2,0,0,0,0,1,1,.131,.333
b-CamargoPH-SS,1,0,0,0,1,1,1,.260,.702
,33,4,8,2,3,12,11,,
