Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
San Francisco Giants,MLB,No Outs,,,,32,,,67.2,277,62,,,4,11,65,1.08
San Francisco Giants,MLB,One Out,,,,32,,,67.1,268,63,,,3,18,51,1.20
San Francisco Giants,MLB,Two Outs,,,,32,,,56.2,242,49,,,4,20,47,1.22
