BATTERS - PHI,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SchwarberLF,3,0,1,0,1,0,1,.214,.815
Hoskins1B,3,0,1,0,1,2,2,.192,.750
RealmutoC,4,0,1,0,0,2,4,.265,.814
HarperDH,4,0,0,0,0,1,5,.392,1.230
"Castellanos, NRF",4,1,1,0,0,2,0,.220,.564
Bohm3B,3,1,1,0,1,1,1,.200,.586
Segura2B,3,0,1,1,0,1,2,.233,.556
VierlingCF,2,0,0,0,0,0,2,.167,.417
"a-Maton, NPH",1,0,0,0,0,0,0,.000,.000
MarshCF,1,0,0,0,0,0,0,.161,.567
"Sosa, ESS",2,0,0,0,0,2,0,.333,.875
b-StottPH-SS,1,0,0,0,1,0,1,.176,.594
,31,2,6,1,4,11,18,,
