BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Altuve2B,4,1,3,0,0,0,1,.171,.447
PeñaSS,4,1,1,1,0,1,2,.286,.921
"Alvarez, YDH",3,2,1,1,1,1,1,.222,.836
Bregman3B,4,1,1,2,0,1,2,.316,.998
TuckerRF,3,0,0,0,1,0,1,.250,.841
Gurriel1B,4,0,0,0,0,0,1,.342,.859
DíazLF,3,0,0,0,0,1,1,.056,.216
DubónCF,0,0,0,0,0,0,0,.000,.000
McCormickCF-LF,2,0,1,0,1,0,0,.280,.920
MaldonadoC,3,0,0,0,0,2,2,.200,.554
,30,5,7,4,3,6,11,,
