Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Baltimore Orioles,MLB,First Inning,130,113,10,25,7,0,5,12,12,26,0,0,5,.221,.323,.416,.739
Baltimore Orioles,MLB,Second Inning,27,24,5,10,2,0,0,1,3,7,0,0,0,.417,.481,.500,.981
Baltimore Orioles,MLB,Third Inning,76,65,16,24,5,0,6,12,9,6,0,0,1,.369,.447,.723,1.170
Baltimore Orioles,MLB,Fourth Inning,82,79,11,17,1,0,6,11,2,24,0,1,1,.215,.244,.456,.700
Baltimore Orioles,MLB,Fifth Inning,57,51,5,10,4,0,1,9,3,11,0,0,1,.196,.246,.333,.579
Baltimore Orioles,MLB,Sixth Inning,84,77,12,23,2,0,5,15,7,10,0,1,0,.299,.357,.519,.876
Baltimore Orioles,MLB,Seventh Inning,62,53,5,9,1,0,2,6,8,13,0,0,1,.170,.290,.302,.592
Baltimore Orioles,MLB,Eighth Inning,67,57,7,10,0,0,4,9,7,15,0,0,2,.175,.284,.386,.670
Baltimore Orioles,MLB,Ninth Inning,55,49,7,8,2,0,4,11,3,9,0,0,2,.163,.236,.449,.685
Baltimore Orioles,MLB,Extra Innings,7,6,0,2,0,0,0,3,1,1,0,0,0,.333,.429,.333,.762
