Season,Age,Pitches,"Batted
Balls",Barrels,Barrel %,Barrel/PA,"Exit
Velocity",Max EV,"Launch
Angle","Sweet
Spot %",XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%
2017,22,120,23,0,0.0,0.0,86.9,109.3,22.3,26.1,.251,.314,.261,.245,.331,34.8,25.8,0.0
2018,23,432,80,4,5.0,3.7,87.6,112.5,16.2,23.8,.210,.339,.242,.266,.299,26.3,19.4,5.6
2019,24,1659,298,23,7.7,5.7,89.9,112.9,15.3,31.2,.260,.460,.321,.319,.384,36.6,21.2,4.7
2020,25,589,128,13,10.2,7.9,88.6,113.2,24.7,40.6,.287,.516,.364,.358,.404,36.7,15.2,6.1
2021,26,1812,310,26,8.4,5.9,90.7,112.8,18.0,34.5,.269,.446,.307,.328,.404,43.5,23.1,5.3
2022,27,2618,457,53,11.6,8.2,90.1,112.0,21.4,33.5,.257,.471,.336,.352,.395,43.3,18.9,8.5
Player,,7230,1296,119,9.2,6.6,89.8,113.2,19.2,33.2,.261,.456,.321,.332,.389,40.0,20.2,6.3
MLB,,,,,6.7,4.6,88.4,122.4,12.1,33.0,.245,.405,.316,.315,.368,35.8,22.1,8.4
