BATTERS - SEA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Rodríguez, JCF",3,1,0,0,1,0,1,.271,.806
WinkerLF,3,1,1,0,1,0,1,.230,.715
"2-Moore, DPR-LF",0,0,0,0,0,0,0,.206,.732
HanigerRF,4,1,2,3,0,1,0,.275,.827
"Suárez, E3B",3,0,0,0,1,1,0,.227,.776
France1B,1,0,0,0,0,0,0,.277,.770
Lamb1B,3,0,0,0,0,2,3,.224,.708
SantanaDH,1,0,0,0,2,0,0,.199,.675
1-HaggertyPR-DH,0,0,0,0,0,0,0,.310,.848
Frazier2B,3,0,0,0,0,0,2,.243,.623
RaleighC,3,0,0,0,0,2,0,.206,.741
"Crawford, JSS",3,0,1,0,0,1,0,.257,.687
,27,3,4,3,5,7,7,,
